spa,por,rom,fra,ita,lat
okasjon,ɔkɐziɐ̃ʊ̃,ɔkazjɔ̃,ɔkazjɔ̃,okkazione,ɔkkaːsɪoːnɛm
<blank>,<blank>,<blank>,<blank>,rikordabile,rɛkɔrdaːbɪlɛm
<blank>,<blank>,<blank>,<blank>,avokare,aːwɔkaːrɛ
lusko,luʃkʊ,luʃ,luʃ,losko,lʊskʊm
komposiθjon,kumpuzisɐ̃ʊ̃,kɔ̃pozisjɔ̃,kɔ̃pozisjɔ̃,kompozitsione,kɔmpɔsɪtɪoːnɛm
<blank>,ɔbisɨ,<blank>,<blank>,<blank>,ɔbɪkɛm
kolokjo,kulɔkiʊ,kɔlok,kɔlok,kollɔkwjo,kɔllɔkwɪʊm
sal,saɾɨ,sɛl,sɛl,sale,salɛm
θjeɾβa,<blank>,<blank>,<blank>,tʃɛrva,kɛrwam
meɾθenaɾjo,meɾəsɨnaɾjʊ,mɛʁsənɛʁ,mɛʁsənɛʁ,mertʃenario,mɛrkeːnaːrɪʊm
impekaβle,impɨkavɛl,ɛ̃pɛkabl,ɛ̃pɛkabl,impekkabile,ɪmpɛkkaːbɪlɛm
mulo,mulʊ,myl,myl,mulo,muːlʊm
ɡɾaxa,ɡɹaʎɐ,ɡʁɔl,ɡʁɔl,ɡrakkia,ɡraːkʊlam
boʎa,buʎɐ,byl,byl,bolla,bʊllam
indifeɾɛnθja,iŋdifɨɾeɪŋsɐ,ɛ̃difeʁɑ̃s,ɛ̃difeʁɑ̃s,indifferɛntsa,ɪndɪffɛrɛntɪam
mitoloxia,mituluʒiɐ,mitoloʒi,mitoloʒi,mitolodʒia,mytʰɔlɔɡɪam
biskoso,viʃkozʊ,viskø,viskø,viskozo,wɪskoːsʊm
<blank>,<blank>,<blank>,<blank>,tʃimoza,kɪmʊssam
oxa,foʎɐ,fœj,fœj,fɔʎa,fɔlɪam
<blank>,<blank>,<blank>,<blank>,piorare,ploːraːrɛ
mixo,miʎʊ,mil,mil,miʎo,mɪlɪʊm
falso,fɑlsʊ,fo,fo,falso,falsʊm
impeɾjoso,impɨɾiozʊ,ɛ̃peʁjø,ɛ̃peʁjø,imperiozo,ɪmpɛrɪoːsʊm
koβeɾtuɾa,kubɨɾətuɾɐ,kuvɛʁtyʁ,kuvɛʁtyʁ,kopertura,kɔɔpɛrtuːram
akonsexaɾ,ɐkuŋsɨʎaɹ,<blank>,<blank>,<blank>,akkɔŋkɪlɪaːrɛ
adminikulo,ɐdminikulʊ,<blank>,<blank>,<blank>,admɪnɪkʊlʊm
luθifeɾo,lusifɨɾʊ,lysife,lysife,lutʃifero,luːkɪfɛrʊm
duða,dubjʊ,<blank>,<blank>,dubbio,dʊbɪʊm
peðikuɾa,pedikuɾɨ,pedikyʁ,pedikyʁ,pedikura,peːdiːkuːram
desnuðo,nu,ny,ny,nudo,nuːdʊm
intimo,iŋtimʊ,ɛ̃tim,ɛ̃tim,intimo,ɪntɪmʊm
baɾβaɾismo,bɐɾəbɐɾiʒmʊ,baʁbaʁism,baʁbaʁism,barbarizmo,barbarɪsmʊm
<blank>,<blank>,<blank>,<blank>,armipotɛnte,armɪpɔtɛntɛm
aluθinaɾ,<blank>,alysine,alysine,<blank>,aːluːkɪnaːriː
xuβentud,ʒuveɪŋtudɨ,<blank>,<blank>,dʒoventu,jʊwɛntuːtɛm
<blank>,<blank>,<blank>,<blank>,formikola,fɔrmiːkʊlam
moθjon,musɐ̃ʊ̃,mosjɔ̃,mosjɔ̃,motsione,moːtɪoːnɛm
kombenθeɾ,kuŋveɪŋseɹ,kɔ̃vɛ̃kʁ,kɔ̃vɛ̃kʁ,konvintʃere,kɔnwɪŋkeːrɛ
luxuɾja,luʃuɾjɐ,lyksyʁ,lyksyʁ,lussuria,lʊksʊrɪam
toɾtola,tuɾətuɾinʊ,tuʁt,tuʁt,tortora,tʊrtʊrɛm
<blank>,<blank>,sɔm,sɔm,salma,saɡmam
bikto,<blank>,<blank>,<blank>,vinto,wiːktʊm
peɾsekutoɾ,<blank>,pɛʁsekytœʁ,pɛʁsekytœʁ,persekutore,pɛrsɛkuːtoːrɛm
<blank>,piʃkozʊ,<blank>,<blank>,<blank>,pɪskoːsʊm
beneno,venenʊ,vənɛ̃,vənɛ̃,veleno,wɛneːnʊm
toɾo,towɾʊ,toʁo,toʁo,tɔro,taʊrʊm
util,util,ytil,ytil,utile,uːtɪlɛm
indixesto,iŋdiʒɛʃtʊ,ɛ̃diʒɛst,ɛ̃diʒɛst,indidʒɛsto,ɪndiːɡɛstʊm
<blank>,<blank>,<blank>,<blank>,ottundere,ɔbtʊndɛrɛ
komplaθeɾ,kumpɹɐzeɹ,kɔ̃plɛʁ,kɔ̃plɛʁ,kompjatʃɛre,kɔmplakeːrɛ
<blank>,mukɹɐ̃ʊ̃,<blank>,<blank>,<blank>,mʊkroːnɛm
<blank>,fɐɾɛlʊ,<blank>,<blank>,farro,far
molino,muiɲʊ,mulɛ̃,mulɛ̃,mulino,mɔliːnʊm
<blank>,ɐbstɹuzɐ̃ʊ̃,<blank>,<blank>,<blank>,abstruːsɪoːnɛm
<blank>,dɨmonikʊ,<blank>,<blank>,demɔniko,daɪmɔnɪkʊm
raβiko,ʁabikʊ,ʁabik,ʁabik,rabiko,rabɪkʊm
esitaɾ,ezitaɹ,ezite,ezite,ezitare,haɪsɪtaːrɛ
kwaðɾaxesimo,kwɐdɹɐʒɛzimʊ,<blank>,<blank>,<blank>,kwaːdraːɡeːsɪmʊm
lamɛnto,lɐmeɪŋtʊ,<blank>,<blank>,lamento,laːmɛntʊm
disθiplina,disiplinɐ,disiplin,disiplin,diʃiplina,dɪskɪpliːnam
<blank>,advɨnɐ,<blank>,<blank>,<blank>,adwɛnam
<blank>,<blank>,fytysjɔ̃,fytysjɔ̃,<blank>,fʊtuːtɪoːnɛm
aθeðo,ɐzedʊ,<blank>,<blank>,atʃeto,akeːtʊm
beɾðad,veɾədadɨ,veʁite,veʁite,verita,weːrɪtaːtɛm
seʎo,selʊ,so,so,sudʒʒɛllo,sɪɡɪllʊm
inefaβle,inɨfavɛl,inɛfabl,inɛfabl,ineffabile,ɪnɛffaːbɪlɛm
nato,natʊ,ne,ne,nato,naːtʊm
xenjal,ʒeniɑl,ʒenjal,ʒenjal,dʒenjale,ɡɛnɪaːlɛm
manipulo,<blank>,manipyl,manipyl,manipolo,manɪpʊlʊm
kaɾβoneɾo,kɐɾəvueɪɾʊ,ʃaʁbɔnje,ʃaʁbɔnje,karbonaio,karboːnaːrɪʊm
koŋxuntiβo,kuŋʒũŋtivʊ,kɔ̃ʒɔ̃ktif,kɔ̃ʒɔ̃ktif,kondʒuntivo,kɔnɪʊŋktiːwʊm
mweɾto,moɾətʊ,mɔʁ,mɔʁ,mɔrto,mɔrtʊʊm
fulɣoɾ,<blank>,<blank>,<blank>,folɡore,fʊlɡoːrɛm
disminwiɾ,diminuiɹ,diminye,diminye,diminuire,diːmɪnʊɛrɛ
bukoliko,bukɔlikʊ,bykolik,bykolik,bukɔliko,buːkɔlɪkʊm
kleɾo,klɛɾʊ,klɛʁʒe,klɛʁʒe,klɛro,kleːrʊm
<blank>,ɐteɪɐ,<blank>,<blank>,<blank>,aktaɪam
kontumaθja,kuŋtumasjɐ,kɔ̃tymas,kɔ̃tymas,kontumatʃa,kɔntʊmaːkɪam
tore,tɔʁɨ,tuʁ,tuʁ,tɔrre,tʊrrɛm
<blank>,<blank>,<blank>,<blank>,liŋɡula,lɪŋɡʊlam
koloɾaɾ,kuluɾaɹ,koloʁe,koloʁe,kolorare,kɔloːraːrɛ
<blank>,<blank>,<blank>,<blank>,bibliɔpola,bɪblɪɔpoːlam
koskoxo,<blank>,<blank>,<blank>,<blank>,kʊskɔlɪʊm
ʝeɾmo,eɾəmʊ,<blank>,<blank>,ɛremo,ɛreːmʊm
inkisiðoɾ,iŋkizidoɹ,ɛ̃kizitœʁ,ɛ̃kizitœʁ,inkwizitore,ɪŋkwiːsiːtoːrɛm
balβuθiɾ,bɑlbusiaɹ,balbysje,balbysje,balbettare,balbuːtiːrɛ
ruxiɾ,ʁuʒiɹ,ʁyʒiʁ,ʁyʒiʁ,rudʒʒire,ruːɡiːrɛ
supeɾnatuɾal,<blank>,syʁnatyʁɛl,syʁnatyʁɛl,soprannaturale,sʊpɛrnaːtuːraːlɛm
pendola,<blank>,<blank>,<blank>,<blank>,pɛnnʊlam
estipulaθjon,ʃtipulɐsɐ̃ʊ̃,stipylasjɔ̃,stipylasjɔ̃,stipulatsione,stɪpʊlaːtɪoːnɛm
kaβo,kavʊ,kav,kav,kavo,kawʊm
satɾapo,satɹɐpʊ,satʁap,satʁap,satrapo,satrapɛm
fɾeno,fɹeɪʊ,fʁɛ̃,fʁɛ̃,freno,freːnʊm
faβoɾ,fɐvoɹ,favœʁ,favœʁ,favore,fawoːrɛm
oɾβe,ɔɾəbɨ,ɔʁb,ɔʁb,ɔrbe,ɔrbɛm
inteɾmeðjo,<blank>,<blank>,<blank>,<blank>,ɪntɛrmɛdɪʊm
kateteɾ,kɐtɨteɹ,katete,katete,katetere,katʰɛteːr
<blank>,inɨɾiɹ,<blank>,<blank>,<blank>,ɪnhaɪreːrɛ
kampo,kɐ̃mpʊ,ʃɑ̃,ʃɑ̃,kampo,kampʊm
pɾoskɾiβiɾ,pɹuʃkɹɨveɹ,pʁɔskʁiʁ,pʁɔskʁiʁ,proskrivere,proːskriːbɛrɛ
teðjoso,tediozʊ,tədjø,tədjø,tediozo,taɪdɪoːsʊm
aleɣaθjon,ɐlɨɡɐsɐ̃ʊ̃,aleɡasjɔ̃,aleɡasjɔ̃,alleɡatsione,alleːɡaːtɪoːnɛm
tuɾβa,tuɾəbɐ,<blank>,<blank>,turba,tʊrbam
mweʎe,molɨ,mu,mu,mɔlle,mɔllɛm
anulaɾ,<blank>,anylɛʁ,anylɛʁ,anulare,aːnʊlaːrɛm
deambulaθjon,diɐ̃mbulɐsɐ̃ʊ̃,deɑ̃bylasjɔ̃,deɑ̃bylasjɔ̃,deambulatsione,dɛambʊlaːtɪoːnɛm
ixo,fiʎʊ,fil,fil,fiʎo,fiːlɪʊm
tesoɾo,tezoɪɾʊ,tʁezɔʁ,tʁezɔʁ,tezɔro,tʰeːsaʊrʊm
oβsesjon,ɔbsɨsɐ̃ʊ̃,ɔbsɛsjɔ̃,ɔbsɛsjɔ̃,ossessione,ɔbsɛssɪoːnɛm
<blank>,<blank>,sabatism,sabatism,<blank>,sabbatɪsmʊm
koŋɡɾeɣaθjon,kuŋɡɹɨɡɐsɐ̃ʊ̃,kɔ̃ɡʁeɡasjɔ̃,kɔ̃ɡʁeɡasjɔ̃,koŋɡreɡatsione,kɔŋɡrɛɡaːtɪoːnɛm
funeβɾe,funɨbɹɨ,fynɛbʁ,fynɛbʁ,funebre,fuːnɛbrɛm
tɾanskɾiβiɾ,tɹɐ̃ŋskɹɨveɹ,tʁɑ̃skʁiʁ,tʁɑ̃skʁiʁ,traskrivere,traːnskriːbɛrɛ
feniθjo,fenisjʊ,fenisjɛ̃,fenisjɛ̃,fenitʃo,pʰɔɪniːkɛʊm
aɾmaɾjo,<blank>,<blank>,<blank>,armadio,armaːrɪʊm
xelatina,ʒelɐtinɐ,ʒelatin,ʒelatin,dʒelatina,ɡɛlaːtɪnam
testa,tɛʃtɐ,tɛt,tɛt,tɛsta,tɛstam
destɾuktoɾ,deʃtɹuidoɹ,dɛstʁyktœʁ,dɛstʁyktœʁ,distruttore,deːstrʊktoːrɛm
duktil,dutil,dyktil,dyktil,duttile,dʊktɪlɛm
<blank>,<blank>,<blank>,<blank>,krɔstolo,kruːstʊlʊm
restɾikθjon,ʁeʃtɹisɐ̃ʊ̃,ʁɛstʁiksjɔ̃,ʁɛstʁiksjɔ̃,restritsione,rɛstrɪktɪoːnɛm
koŋɡɾio,koŋɡɹʊ,<blank>,<blank>,ɡroŋɡo,kɔŋɡrʊm
kolektiβo,kulɨtivʊ,kɔlɛktif,kɔlɛktif,kollettivo,kɔllɛktiːwʊm
pesaɾ,pɨzaɹ,pəze,pəze,pezare,peːnsaːrɛ
naraðoɾ,nɐʁɐdoɹ,naʁatœʁ,naʁatœʁ,narratore,narraːtoːrɛm
kombekθjon,kuŋvɛsɐ̃ʊ̃,kɔ̃vɛksjɔ̃,kɔ̃vɛksjɔ̃,konvetsione,kɔnwɛktɪoːnɛm
epiko,ɛpikʊ,epik,epik,ɛpiko,ɛpɪkʊm
batiɾ,bɐteɹ,batʁ,batʁ,battere,battʊeːrɛ
soxuθɣaɾ,subʒuɡaɹ,sybʒyɡe,sybʒyɡe,sodʒʒoɡare,sʊbɪʊɡaːrɛ
emeɾxeɾ,emɨɾəʒiɹ,emɛʁʒe,emɛʁʒe,emɛrdʒere,eːmɛrɡɛrɛ
neɣatiβo,neɡɐtivʊ,nəɡatif,nəɡatif,neɡativo,nɛɡaːtiːwʊm
soθjal,susiɑl,sosjal,sosjal,sotʃale,sɔkɪaːlɛm
bapoɾoso,vɐpuɾozʊ,vapoʁø,vapoʁø,vaporozo,wapoːroːsʊm
monakal,munɐkɑl,monakal,monakal,monakale,mɔnakʰaːlɛm
<blank>,<blank>,<blank>,<blank>,diletsione,diːleːktɪoːnɛm
soβɾeθexa,subɹɐ̃ŋseʎɐ,suʁsil,suʁsil,sopratʃʃiʎo,sʊpɛrkɪlɪʊm
dekɾeto,dɨkɹɛtʊ,dekʁɛ,dekʁɛ,dekrɛto,deːkreːtʊm
momentaneo,mumeɪŋtɐ̃niʊ,momɑ̃tane,momɑ̃tane,momentaneo,moːmɛntaːnɛʊm
desθeɲiɾ,<blank>,<blank>,<blank>,diʃindʒere,dɪskɪŋɡɛrɛ
metikuloso,metikulozʊ,metikylø,metikylø,metikolozo,mɛtɪkʊloːsʊm
<blank>,<blank>,<blank>,<blank>,ɔpimo,ɔpiːmʊm
dulθifikaɾ,duwsifikaɹ,dylsifje,dylsifje,doltʃifikare,dʊlkɪfɪkaːrɛ
paθifiko,pɐsifikʊ,pasifik,pasifik,patʃifiko,paːkɪfɪkʊm
insiɡnja,iŋsiɡnjɐ,ɛ̃siɲ,ɛ̃siɲ,inseɲɲa,iːnsɪŋnɛ
intakto,iŋtatʊ,ɛ̃takt,ɛ̃takt,intatto,ɪntaktʊm
ɡloton,ɡlutɐ̃ʊ̃,ɡlutɔ̃,ɡlutɔ̃,ɡiottone,ɡlʊttoːnɛm
konmutaɾ,kumutaɹ,kɔmye,kɔmye,kommutare,kɔmmuːtaːrɛ
oxa,<blank>,fœj,fœj,fɔʎa,fɔlɪam
opɾimiɾ,ɔpɹimiɹ,ɔpʁime,ɔpʁime,<blank>,ɔpprɪmɛrɛ
kalkaɾ,kɑlkaɹ,kalke,kalke,kalkare,kalkaːrɛ
kalostɾo,kuloʃtɹʊ,kolɔstʁɔm,kolɔstʁɔm,kolɔstro,kɔlɔstram
kotiðjano,kutidiɐ̃nʊ,kotidjɛ̃,kotidjɛ̃,kwotidjano,kɔtiːdɪaːnʊm
inkolume,iŋkɔlumɨ,<blank>,<blank>,<blank>,ɪŋkɔlʊmɛm
espeθifiko,ʃpesifikʊ,spesifik,spesifik,spetʃifiko,spɛkɪfɪkʊm
astjoso,fɐʃtiozʊ,fastidjø,fastidjø,fastidiozo,fastiːdɪoːsʊm
kɾuθifikaɾ,kɹusifikaɹ,kʁwazœʁ,kʁwazœʁ,krutʃifikare,krʊkɪfɪkaːrɛ
baʎena,bɐleɪɐ,balɛn,balɛn,balena,ballaɪnam
uɾθe,uɾəzɨ,<blank>,<blank>,<blank>,ʊliːkɛm
oleato,<blank>,<blank>,<blank>,oleato,ɔlɛaːtʊm
saðuθeo,sɐduseʊ,sadyseɛ̃,sadyseɛ̃,saddutʃeo,sadduːkaɪʊm
antimonjo,ɐ̃ŋtimonjʊ,ɑ̃timwan,ɑ̃timwan,antimɔnju,antɪmɔnɪʊm
<blank>,<blank>,ɛniʁ,ɛniʁ,<blank>,hɪnniːrɛ
oɾka,foɾəkɐ,fuʁʃ,fuʁʃ,forka,fʊrkam
<blank>,plasitʊ,<blank>,<blank>,<blank>,plakɪtʊm
liβeɾal,libɨɾɑl,libeʁal,libeʁal,liberale,liːbɛraːlɛm
maɾxen,maɾəʒeɪŋ,maʁʒ,maʁʒ,mardʒine,marɡɪnɛm
aðulteɾjo,ɐduwtɛɾjʊ,adyltɛʁ,adyltɛʁ,adultɛrio,adʊltɛrɪʊm
inkonkuso,<blank>,<blank>,<blank>,inkonkusso,ɪŋkɔŋkʊssʊm
instiɣaɾ,iŋstiɡaɹ,ɛ̃stiɡe,ɛ̃stiɡe,istiɡare,iːnstiːɡaːrɛ
aɾkaŋxel,ɐɾəkɐ̃ŋʒʊ,aʁkɑ̃ʒ,aʁkɑ̃ʒ,arkandʒelo,arkʰaŋɡɛlʊm
<blank>,<blank>,<blank>,<blank>,<blank>,ɡalliːnaːkɛʊm
<blank>,<blank>,<blank>,<blank>,matʃellaio,makɛllaːrɪʊm
estambɾe,ʃtɐ̃mɨ,etamin,etamin,stame,staːmɛn
tɾituɾa,tɹituɾɐ,<blank>,<blank>,<blank>,triːtuːram
tuɾβulɛnto,tuɾəbuleɪŋtʊ,tyʁbylɑ̃,tyʁbylɑ̃,turbolɛnto,tʊrbʊlɛntʊm
pɾofeθia,<blank>,pʁofeti,pʁofeti,profetsia,prɔpʰeːtiːam
<blank>,<blank>,sɔʁtisjɔ̃,sɔʁtisjɔ̃,<blank>,sɔrtiːtɪoːnɛm
kampaɲa,kɐ̃mpɐ̃ɲɐ,kɑ̃pan,kɑ̃pan,kampana,kampanam
<blank>,ɐblutʊ,<blank>,<blank>,<blank>,abluːtoːrɛm
eksteɾjoɾ,eʃtɨɾioɹ,<blank>,<blank>,<blank>,ɛkstɛrɪoːrɛm
inmolaɾ,imulaɹ,immole,immole,immolare,ɪmmɔlaːrɛ
peɾkusoɾ,peɾəkusoɹ,<blank>,<blank>,<blank>,pɛrkʊssoːrɛm
mistiko,<blank>,mistik,mistik,mistiko,mystɪkʊm
asta,aʃtɐ,<blank>,<blank>,asta,hastam
soplaɾ,supɹaɹ,sufle,sufle,soffjare,sʊfflaːrɛ
<blank>,<blank>,<blank>,<blank>,skrɔfa,skroːfam
kojuntuɾa,kuŋʒũŋtuɾɐ,kɔ̃ʒɔ̃ktyʁ,kɔ̃ʒɔ̃ktyʁ,kondʒuntura,kɔnɪŋktʊram
beθina,viziɲɐ,vwazin,vwazin,vitʃina,wiːkiːnam
limite,limitɨ,limit,limit,limite,liːmɪtɛm
<blank>,<blank>,<blank>,<blank>,<blank>,flaːbrʊm
sonte,soŋtɨ,<blank>,<blank>,<blank>,sɔntɛm
<blank>aβle,<blank>avɛl,<blank>abl,<blank>abl,<blank>abile,<blank>aːbɪlɛm
weɾβo,<blank>,<blank>,<blank>,ɔrbo,ɔrbʊm
iβis,ibiʃ,ibi,ibi,ibis,iːbɛmiːbɪn
kamino,<blank>,ʃəmɛ̃,ʃəmɛ̃,kammino,kammiːnʊm
kombeniɾ,<blank>,kɔ̃vniʁ,kɔ̃vniʁ,konvenire,kɔnwɛniːrɛ
biktima,vitimɐ,viktim,viktim,vittima,wɪktɪmam
planetaɾjo,plɐnɨtaɾjʊ,planetɛʁ,planetɛʁ,planetario,planeːtaːrɪʊm
pɾoðuktiβo,pɹudutivʊ,pʁodyktif,pʁodyktif,produttivo,proːdʊktiːwʊm
<blank>,pɹesipitɨ,<blank>,<blank>,<blank>,praɪkɪpɪtɛm
pɾeteɾnatuɾal,<blank>,pʁetɛʁnatyʁal,pʁetɛʁnatyʁal,preternaturale,praɪtɛrnaːtuːraːlɛm
<blank>,ɐklividadɨ,<blank>,<blank>,<blank>,akkliːwɪtaːtɛm
asa,azɐ,ɑ̃s,ɑ̃s,ansa,aːnsam
koneksjon,<blank>,kɔnɛksjɔ̃,kɔnɛksjɔ̃,<blank>,koːnɛksɪoːnɛm
iraθjonal,iʁɐsiunɑl,iʁasjɔnɛl,iʁasjɔnɛl,irratsionale,ɪrratɪoːnaːlɛm
ʝeso,<blank>,ʒips,ʒips,dʒɛsso,ɡypsʊm
tɾankilo,tɹɐ̃ŋkwilʊ,tʁɑ̃kil,tʁɑ̃kil,trankwillo,traŋkwɪllʊm
aroθ,ɐʁoʃ,ʁi,ʁi,rizo,ɔryzam
malðiθjon,mɑldisɐ̃ʊ̃,malediksjɔ̃,malediksjɔ̃,<blank>,malɛdɪktɪoːnɛm
<blank>,visɨɾɐ,visɛʁ,visɛʁ,<blank>,wɪskʊs
aɾtʃiβo,ɐɾəkivʊ,aʁʃiv,aʁʃiv,arkivio,arkʰiːwʊm
resolβeɾ,ʁezulveɹ,ʁezudʁ,ʁezudʁ,rezolvere,rɛsɔlwɛrɛ
miʎiaɾjo,miʎeɪɾʊ,<blank>,<blank>,miliare,miːllɪaːrɪʊm
eɾeðad,eɾədadɨ,eʁedite,eʁedite,eredita,heːreːdɪtaːtɛm
tɾokaɾ,<blank>,<blank>,<blank>,<blank>,trɔkaːrɛ
rekonθiljaɾ,ʁekuŋsiliaɹ,ʁekɔ̃silje,ʁekɔ̃silje,rikontʃiliare,rɛkɔŋkɪlɪaːrɛ
maɾaβiʎa,mɐɾɐviʎɐ,mɛʁvɛj,mɛʁvɛj,meraviʎa,miːraːbɪlɛm
maɡnanimiðad,mɐɡnɐnimidadɨ,maɲanimite,maɲanimite,maɲanimita,maŋnanɪmɪtaːtɛm
inokwo,inɔkuʊ,<blank>,<blank>,innɔkuo,ɪnnɔkʊʊm
emendaɾ,emeɪŋdaɹ,emɑ̃de,emɑ̃de,emendare,eːmɛndaːrɛ
panaθea,pɐnɐsɛɪɐ,panase,panase,panatʃea,panakeːam
komiθjo,kumisjʊ,komis,komis,komitsio,kɔmɪtɪʊm
kaloɾifiko,kɐluɾifikʊ,kaloʁifik,kaloʁifik,kalorifiko,kaloːrɪfɪkʊm
aɣɾaβaɾ,ɐɡɹɐvaɹ,aɡʁave,aɡʁave,aɡɡravare,aɡɡrawaːrɛ
desespeɾaθjon,dɨzɨʃpeɾɐsɐ̃ʊ̃,<blank>,<blank>,disperatsione,deːspeːraːtɪoːnɛm
emiɣɾaθjon,emiɡɹɐsɐ̃ʊ̃,emiɡʁasjɔ̃,emiɡʁasjɔ̃,emiɡratsione,eːmɪɡraːtɪoːnɛm
aβstinɛnθja,ɐbstineɪŋsjɐ,abstinɑ̃s,abstinɑ̃s,astinɛntsa,abstɪnɛntɪam
xenealoxia,ʒeniɐluʒiɐ,ʒenealoʒi,ʒenealoʒi,dʒenealodʒia,ɡɛnɛaːlɔɡɪam
flato,flatʊ,<blank>,<blank>,fjato,flaːtʊm
<blank>,<blank>,<blank>,<blank>,polpo,pʊlpʊm
saxo,seɪʃʊ,<blank>,<blank>,sasso,saksʊm
aθiðo,asidʊ,asid,asid,atʃido,akɪdʊm
tɾansfeɾiɾ,tɹɐ̃ŋsfɨɾiɹ,tʁɑ̃sfeʁe,tʁɑ̃sfeʁe,<blank>,traːnsfɛrrɛ
soluθjon,sulusɐ̃ʊ̃,solysjɔ̃,solysjɔ̃,solutsione,sɔluːtɪoːnɛm
dependeɾ,dɨpeɪŋdeɹ,depɑ̃dʁ,depɑ̃dʁ,dipɛndere,deːpɛndeːrɛ
bjolɛnθja,viuleɪŋsjɐ,vjolɑ̃s,vjolɑ̃s,violɛntsa,wɪɔlɛntɪam
deβoɾaɾ,dɨvuɾaɹ,devoʁe,devoʁe,divorare,deːwɔraːrɛ
nafta,naftɐ,naft,naft,nafta,napʰtʰam
doθiliðad,dusilidadɨ,dosilite,dosilite,dotʃilita,dɔkɪlɪtaːtɛm
loɣaɾ,<blank>,lwe,lwe,lokare,lɔkaːrɛ
nukleo,nukliʊ,nykley,nykley,nukleo,nuːklɛʊm
kastoɾ,kɐʃtoɹ,kastɔʁ,kastɔʁ,kastɔro,kastɔrɛm
<blank>,tabidʊ,<blank>,<blank>,<blank>,taːbɪdʊm
milesimo,<blank>,<blank>,<blank>,<blank>,miːlleːsɪmʊm
anunθjaɾ,ɐnũŋsiaɹ,anɔ̃se,anɔ̃se,annuntʃare,annuːntɪaːrɛ
dentiθjon,dentisɐ̃ʊ̃,dɑ̃tisjɔ̃,dɑ̃tisjɔ̃,dentitsione,dɛntiːtɪoːnɛm
fetiðo,fɛtidʊ,fetid,fetid,fɛtido,feːtɪdʊm
xustifikaðoɾ,<blank>,<blank>,<blank>,dʒustifikatore,juːstɪfɪkaːtoːrɛm
suβsistiɾ,subziʃtiɹ,sybziste,sybziste,sussistere,sʊbsɪstɛrɛ
reθepθjon,ʁesɨpsɐ̃ʊ̃,ʁəsɛpsjɔ̃,ʁəsɛpsjɔ̃,ritʃetsione,rɛkɛptɪoːnɛm
<blank>,<blank>,<blank>,<blank>,lateritsio,latɛriːkɪʊm
eksoɾθista,ezuɾəsiʃtɐ,ɛɡzɔʁsist,ɛɡzɔʁsist,ezortʃista,ɛksɔrkɪstam
<blank>,iɡnɔtʊ,<blank>,<blank>,<blank>,iːŋnoːtʊm
saŋɡɾe,sɐ̃ŋɡwɨ,sɑ̃,sɑ̃,saŋɡwe,saŋɡwɪnɛm
<blank>,<blank>,<blank>,<blank>,fumajɔlo,fuːmaːrɪɔlʊm
ilatiβo,ilɐtivʊ,ilativ,ilativ,<blank>,ɪllaːtiːwʊm
inoxo,ʒueʎʊ,ʒənu,ʒənu,dʒinɔkkio,ɡɛnɪkʊlʊm
<blank>,<blank>,<blank>,<blank>,rovo,rʊbʊm
oβeso,ɔbezʊ,obɛz,obɛz,obɛzo,ɔbeːsʊm
<blank>,<blank>,tɔʁs,tɔʁs,torso,tʰyrsʊm
repɾesiβo,ʁepɹɨsivʊ,ʁepʁɛsif,ʁepʁɛsif,repressivo,rɛprɛssiːwʊm
kaʊðal,kaʊdɑl,kodal,kodal,kaudale,kaʊdaːlɛm
<blank>,<blank>,kypidite,kypidite,kupidita,kʊpɪdɪtaːtɛm
reɪno,ʁeɪnʊ,ʁɛɲ,ʁɛɲ,reɲɲo,reːŋnʊm
soβeɾβjo,subeɾəbʊ,sypɛʁb,sypɛʁb,supɛrbo,sʊpɛrbʊm
<blank>,<blank>,dɛsɛʁviʁ,dɛsɛʁviʁ,<blank>,deːsɛrwiːrɛ
esfinteɾ,ʃfiŋktɨɹ,sfɛ̃ktɛʁ,sfɛ̃ktɛʁ,sfintɛre,spʰɪŋkteːrɛm
meðiθinal,medisinɑl,medisinal,medisinal,meditʃinale,mɛdɪkiːnaːlɛm
<blank>,<blank>,ɛ̃solasjɔ̃,ɛ̃solasjɔ̃,<blank>,iːnsoːlaːtɪoːnɛm
lueɣo,lɔɡʊ,ljø,ljø,luɔɡo,lɔkʊm
<blank>,<blank>,ɛɡzylte,ɛɡzylte,<blank>,ɛksʊltaːrɛ
natuɾaliðad,nɐtuɾɐlidadɨ,natyʁalite,natyʁalite,naturalita,naːtuːraːlɪtaːtɛm
moxaɾ,muʎeɹ,mwalje,mwalje,moʎe,mʊlɪɛrɛm
meðjokɾe,mediukɹɨ,<blank>,<blank>,<blank>,mɛdɪɔkrɛm
xuljo,ʒuʎʊ,ʒyijɛ,ʒyijɛ,luʎo,juːlɪʊm
puɾitano,puɾitɐ̃nʊ,pyʁitɛ̃,pyʁitɛ̃,puritano,puːrɪtaːm
<blank>,<blank>,elokysjɔ̃,elokysjɔ̃,<blank>,eːlɔkʊtɪoːnɛm
pɾeθipitaɾ,pɹesipitaɹ,pʁesipite,pʁesipite,pretʃipitare,praɪkɪpɪtaːrɛ
<blank>,<blank>,<blank>,<blank>,spatolato,spatʊlaːtʊm
iðɾomjel,idɹumɛl,idʁomɛl,idʁomɛl,idromɛle,hydrɔmɛlɪ
